Date,Id,Player1,Player1Region,Player1Race,Player2,Player2Region,Player2Race,Score1,Score2
Friday February 1 2019,287428,MaNa,Poland,Protoss,ShadoWn,France,Protoss,2,1
Friday February 1 2019,287429,Skillous,Russian Federation,Protoss,MaNa,Poland,Protoss,0,2
Friday February 1 2019,287430,HeRoMaRinE,Germany,Terran,ShadoWn,France,Protoss,2,1
Friday February 1 2019,287431,Skillous,Russian Federation,Protoss,HeRoMaRinE,Germany,Terran,0,2
Friday February 1 2019,287442,PiLiPiLi,Kazakhstan,Protoss,Epic.SC2,United States,Terran,0,2
Friday February 1 2019,287439,Scarlett,Canada,Zerg,PiLiPiLi,Kazakhstan,Protoss,2,0
Friday February 1 2019,287440,ExpecT.sc2,Taiwan,Terran,Epic.SC2,United States,Terran,2,0
Friday February 1 2019,287441,Scarlett,Canada,Zerg,ExpecT.sc2,Taiwan,Terran,2,0
Saturday February 2 2019,287762,Dark.Sc2,Korea Republic of,Zerg,Trust,Korea Republic of,Protoss,2,0
Saturday February 2 2019,287763,KeeN,Korea Republic of,Terran,Dear,Korea Republic of,Protoss,0,2
Saturday February 2 2019,287764,Dark.Sc2,Korea Republic of,Zerg,Dear,Korea Republic of,Protoss,2,1
Saturday February 2 2019,287765,Trust,Korea Republic of,Protoss,KeeN,Korea Republic of,Terran,2,0
Saturday February 2 2019,287766,Dear,Korea Republic of,Protoss,Trust,Korea Republic of,Protoss,2,1
Saturday February 2 2019,287796,Elazer,Poland,Zerg,Brat_OK,Russian Federation,Terran,2,0
Saturday February 2 2019,287797,Harstem,Netherlands,Protoss,Starbuck,Slovenia,Zerg,2,0
Saturday February 2 2019,287798,Elazer,Poland,Zerg,Harstem,Netherlands,Protoss,2,1
Saturday February 2 2019,287800,Harstem,Netherlands,Protoss,Starbuck,Slovenia,Zerg,2,1
Saturday February 2 2019,287803,Cham,Mexico,Zerg,Demi,India,Zerg,2,0
Saturday February 2 2019,287802,Kelazhur,Brazil,Terran,Vindicta,United States,Terran,2,1
Saturday February 2 2019,284064,Ravage,United States,Zerg,Swaghar,United States,Protoss,1,2
Saturday February 2 2019,287804,Kelazhur,Brazil,Terran,Cham,Mexico,Zerg,2,0
Saturday February 2 2019,287806,Cham,Mexico,Zerg,Vindicta,United States,Terran,2,1
Saturday February 2 2019,284065,Mandelino,Sweden,Protoss,Kunamatata,France,Terran,2,0
Saturday February 2 2019,284066,Swaghar,United States,Protoss,Mandelino,Sweden,Protoss,0,2
Sunday February 3 2019,284067,Ravage,United States,,Kunamatata,France,,2,0
Sunday February 3 2019,284068,Ravage,United States,,Swaghar,United States,Protoss,0,2
Sunday February 3 2019,287896,soO,Korea Republic of,Zerg,TY,Korea Republic of,Terran,5,2
Sunday February 3 2019,287809,Denver,France,Zerg,Hellraiser,Ukraine,Protoss,2,1
Sunday February 3 2019,287808,Lambo,Germany,Zerg,Gerald,Poland,Protoss,2,0
Sunday February 3 2019,287811,Gerald,Poland,Protoss,Hellraiser,Ukraine,Protoss,0,2
Sunday February 3 2019,287810,Lambo,Germany,Zerg,Denver,France,Zerg,2,1
Sunday February 3 2019,287812,Denver,France,Zerg,Hellraiser,Ukraine,Protoss,1,2
Sunday February 3 2019,287814,Neeb,United States,Protoss,JimRising,Mexico,Zerg,2,0
Sunday February 3 2019,287815,GogojOey,Hong Kong,Zerg,Rex,Taiwan,Zerg,1,2
Sunday February 3 2019,287816,Neeb,United States,Protoss,Rex,Taiwan,Zerg,2,0
Sunday February 3 2019,287817,JimRising,Mexico,Zerg,GogojOey,Hong Kong,Zerg,2,1
Sunday February 3 2019,287818,Rex,Taiwan,Zerg,JimRising,Mexico,Zerg,2,0
Monday February 4 2019,287912,souL,Poland,Terran,Bly,Ukraine,Zerg,3,1
Monday February 4 2019,287913,goblin,Croatia,Protoss,Namshar,Sweden,Zerg,3,2
Monday February 4 2019,287914,souL,Poland,Terran,goblin,Croatia,Protoss,2,4
Monday February 4 2019,287023,MarineLorD,France,Terran,Clem,France,Terran,3,1
Monday February 4 2019,287024,PtitDrogo,France,Protoss,ShadoWn,France,Protoss,3,0
Monday February 4 2019,287025,MarineLorD,France,Terran,PtitDrogo,France,Protoss,1,4
Tuesday February 5 2019,288181,Reynor,Italy,Zerg,goblin,Croatia,Protoss,1,2
Tuesday February 5 2019,288184,Reynor,Italy,Zerg,Clem,France,Terran,2,0
Tuesday February 5 2019,288182,Bly,Ukraine,Zerg,Clem,France,Terran,2,1
Tuesday February 5 2019,288183,goblin,Croatia,Protoss,Bly,Ukraine,Zerg,2,3
Tuesday February 5 2019,288185,goblin,Croatia,Protoss,Reynor,Italy,Zerg,2,3
Thursday February 7 2019,288021,Classic,Korea Republic of,Protoss,TRUE,Korea Republic of,Zerg,2,1
Thursday February 7 2019,288022,Losira,Korea Republic of,Zerg,Trap,Korea Republic of,Protoss,1,2
Thursday February 7 2019,288023,Classic,Korea Republic of,Protoss,Trap,Korea Republic of,Protoss,2,0
Thursday February 7 2019,288024,TRUE,Korea Republic of,Zerg,Losira,Korea Republic of,Zerg,2,1
Thursday February 7 2019,288025,Trap,Korea Republic of,Protoss,TRUE,Korea Republic of,Zerg,2,1
Thursday February 7 2019,288252,Nerchio,Poland,Zerg,GungFuBanda,Germany,Protoss,0,2
Thursday February 7 2019,288253,PtitDrogo,France,Protoss,Kas,Ukraine,Terran,0,2
Thursday February 7 2019,288255,Nerchio,Poland,Zerg,PtitDrogo,France,Protoss,0,2
Thursday February 7 2019,288254,GungFuBanda,Germany,Protoss,Kas,Ukraine,Terran,2,0
Thursday February 7 2019,288256,Kas,Ukraine,Terran,PtitDrogo,France,Protoss,0,2
Thursday February 7 2019,288320,TIME.sc2,China,Terran,Disk,Canada,Protoss,2,0
Thursday February 7 2019,288321,Probe,Australia,Protoss,Future,United States,Terran,2,0
Thursday February 7 2019,288323,Disk,Canada,Protoss,Future,United States,Terran,2,1
Thursday February 7 2019,288322,TIME.sc2,China,Terran,Probe,Australia,Protoss,2,1
Thursday February 7 2019,288324,Probe,Australia,Protoss,Disk,Canada,Protoss,2,1
Friday February 8 2019,288027,Stats,Korea Republic of,Protoss,MC,Korea Republic of,Protoss,0,2
Friday February 8 2019,288028,Cure,Korea Republic of,Terran,GuMiho,Korea Republic of,Terran,1,2
Friday February 8 2019,288029,MC,Korea Republic of,Protoss,GuMiho,Korea Republic of,Terran,0,2
Friday February 8 2019,288733,Nerchio,Poland,Zerg,EnigmA.ru,Russian Federation,Protoss,2,0
Friday February 8 2019,288732,Gerald,Poland,Protoss,Bee.Sc2,Russian Federation,Zerg,0,2
Friday February 8 2019,288030,Stats,Korea Republic of,Protoss,Cure,Korea Republic of,Terran,1,2
Friday February 8 2019,288734,Bee.Sc2,Russian Federation,Zerg,Nerchio,Poland,Zerg,2,1
Friday February 8 2019,288031,MC,Korea Republic of,Protoss,Cure,Korea Republic of,Terran,0,2
Friday February 8 2019,288735,Gerald,Poland,Protoss,EnigmA.ru,Russian Federation,Protoss,3,0
Friday February 8 2019,288736,Nerchio,Poland,Zerg,Gerald,Poland,Protoss,1,3
Friday February 8 2019,288258,Reynor,Italy,Zerg,MarineLorD,France,Terran,2,0
Friday February 8 2019,288259,DnS,France,Protoss,souL,Poland,Terran,2,1
Friday February 8 2019,288261,souL,Poland,Terran,MarineLorD,France,Terran,2,0
Friday February 8 2019,288260,Reynor,Italy,Zerg,DnS,France,Protoss,2,0
Friday February 8 2019,288262,DnS,France,Protoss,souL,Poland,Terran,2,0
Friday February 8 2019,288290,MaSa,Canada,Terran,Astrea,United States,Protoss,2,1
Friday February 8 2019,288292,JonSnow,United States,Zerg,MeomaikA,Viet Nam,Zerg,2,1
Friday February 8 2019,288297,Astrea,United States,Protoss,MeomaikA,Viet Nam,Zerg,2,0
Friday February 8 2019,288294,MaSa,Canada,Terran,JonSnow,United States,Zerg,2,0
Friday February 8 2019,288299,JonSnow,United States,Zerg,Astrea,United States,Protoss,0,2
Saturday February 9 2019,288332,sOs.sc2,Korea Republic of,Protoss,PartinG,Korea Republic of,Protoss,2,1
Saturday February 9 2019,288333,Bunny.kr,Korea Republic of,Terran,Solar,Korea Republic of,Zerg,0,2
Saturday February 9 2019,288334,sOs.sc2,Korea Republic of,Protoss,Solar,Korea Republic of,Zerg,2,1
Saturday February 9 2019,288335,PartinG,Korea Republic of,Protoss,Bunny.kr,Korea Republic of,Terran,1,2
Saturday February 9 2019,288336,Solar,Korea Republic of,Zerg,Bunny.kr,Korea Republic of,Terran,1,2
Saturday February 9 2019,288264,Serral,Finland,Zerg,SoulSpirit,France,Zerg,2,0
Saturday February 9 2019,288265,Namshar,Sweden,Zerg,Ziggy,Poland,Terran,2,0
Saturday February 9 2019,288267,SoulSpirit,France,Zerg,Ziggy,Poland,Terran,2,1
Saturday February 9 2019,288266,Serral,Finland,Zerg,Namshar,Sweden,Zerg,2,0
Saturday February 9 2019,288268,Namshar,Sweden,Zerg,SoulSpirit,France,Zerg,2,0
Saturday February 9 2019,288302,Seither,Australia,Terran,Coffee,China,Terran,0,2
Saturday February 9 2019,288303,TLO,Germany,Zerg,Silky.us,United States,Zerg,2,0
Saturday February 9 2019,288305,Seither,Australia,Terran,Silky.us,United States,Zerg,0,2
Saturday February 9 2019,288327,Mandelino,Sweden,Protoss,Chris.sc2,Romania,Zerg,3,1
Saturday February 9 2019,288304,Coffee,China,Terran,TLO,Germany,Zerg,2,1
Saturday February 9 2019,288306,TLO,Germany,Zerg,Silky.us,United States,Zerg,1,2
Sunday February 10 2019,288331,TRUE,Korea Republic of,Zerg,Future,United States,Terran,5,4
Sunday February 10 2019,288330,Bomber,Korea Republic of,Terran,Firefly.sc2,China,Protoss,5,0
Sunday February 10 2019,288270,ShoWTimE.,Germany,Protoss,HateMe,Austria,Zerg,2,0
Sunday February 10 2019,288271,Zanster,Sweden,Zerg,SortOf,Sweden,Zerg,2,1
Sunday February 10 2019,288273,HateMe,Austria,Zerg,SortOf,Sweden,Zerg,2,1
Sunday February 10 2019,288272,ShoWTimE.,Germany,Protoss,Zanster,Sweden,Zerg,2,0
Sunday February 10 2019,288274,Zanster,Sweden,Zerg,HateMe,Austria,Zerg,0,2
Sunday February 10 2019,288310,puCK,United States,Protoss,Firefly.sc2,China,Protoss,2,0
Sunday February 10 2019,288312,Has,Taiwan,Protoss,puCK,United States,Protoss,0,2
Sunday February 10 2019,288308,Has,Taiwan,Protoss,PSiArc,Japan,Terran,2,0
Sunday February 10 2019,288314,PSiArc,Japan,Terran,Firefly.sc2,China,Protoss,0,2
Sunday February 10 2019,288317,Has,Taiwan,Protoss,Firefly.sc2,China,Protoss,1,2
Monday February 11 2019,289074,Seither,Australia,Terran,HuT,Australia,Terran,2,0
Monday February 11 2019,289071,Rize,Australia,Protoss,MeomaikA,Viet Nam,Zerg,1,2
Monday February 11 2019,289066,Probe,Australia,Protoss,Pezz,Australia,Protoss,2,0
Monday February 11 2019,289082,Demi,India,Zerg,Crimson,New Zealand,Zerg,2,1
Monday February 11 2019,288999,Solar,Korea Republic of,Zerg,SortOf,Sweden,Zerg,2,0
Monday February 11 2019,288995,aLive,Korea Republic of,Terran,Solar,Korea Republic of,Zerg,1,1
Monday February 11 2019,288998,aLive,Korea Republic of,Terran,MC,Korea Republic of,Protoss,2,0
Monday February 11 2019,288996,SortOf,Sweden,Zerg,MC,Korea Republic of,Protoss,0,2
Monday February 11 2019,288993,MC,Korea Republic of,Protoss,Solar,Korea Republic of,Zerg,1,1
Monday February 11 2019,289000,Ziggy,Poland,Terran,MC,Korea Republic of,Protoss,0,2
Monday February 11 2019,288994,Ziggy,Poland,Terran,SortOf,Sweden,Zerg,1,1
Monday February 11 2019,288997,Ziggy,Poland,Terran,Solar,Korea Republic of,Zerg,0,2
Monday February 11 2019,289001,Ziggy,Poland,Terran,aLive,Korea Republic of,Terran,0,2
Monday February 11 2019,288992,aLive,Korea Republic of,Terran,SortOf,Sweden,Zerg,0,2
Tuesday February 12 2019,289010,KeeN,Korea Republic of,Terran,souL,Poland,Terran,2,0
Tuesday February 12 2019,289008,Patience,Korea Republic of,Protoss,souL,Poland,Terran,2,0
Tuesday February 12 2019,289005,Patience,Korea Republic of,Protoss,Bunny.kr,Korea Republic of,Terran,0,2
Tuesday February 12 2019,289011,KeeN,Korea Republic of,Terran,Patience,Korea Republic of,Protoss,1,1
Tuesday February 12 2019,289003,souL,Poland,Terran,Bunny.kr,Korea Republic of,Terran,1,1
Tuesday February 12 2019,289007,KeeN,Korea Republic of,Terran,Bunny.kr,Korea Republic of,Terran,0,2
Tuesday February 12 2019,289009,Bunny.kr,Korea Republic of,Terran,TRUE,Korea Republic of,Zerg,1,1
Tuesday February 12 2019,289004,KeeN,Korea Republic of,Terran,TRUE,Korea Republic of,Zerg,2,0
Tuesday February 12 2019,289002,Patience,Korea Republic of,Protoss,TRUE,Korea Republic of,Zerg,0,2
Tuesday February 12 2019,289006,TRUE,Korea Republic of,Zerg,souL,Poland,Terran,2,0
Wednesday February 13 2019,289244,Maru,Korea Republic of,Terran,RagnaroK,Korea Republic of,Zerg,2,0
Wednesday February 13 2019,289245,Scarlett,Canada,Zerg,herO.kr,Korea Republic of,Protoss,1,2
Wednesday February 13 2019,289246,Maru,Korea Republic of,Terran,herO.kr,Korea Republic of,Protoss,2,0
Wednesday February 13 2019,289018,Cure,Korea Republic of,Terran,Bly,Ukraine,Zerg,1,1
Wednesday February 13 2019,289247,RagnaroK,Korea Republic of,Protoss,Scarlett,Canada,Zerg,0,2
Wednesday February 13 2019,289012,Cure,Korea Republic of,Terran,Impact,Korea Republic of,Zerg,0,2
Wednesday February 13 2019,289248,herO.kr,Korea Republic of,Protoss,Scarlett,Canada,Zerg,2,1
Wednesday February 13 2019,289021,Trust,Korea Republic of,Protoss,Cure,Korea Republic of,Terran,2,0
Wednesday February 13 2019,289015,Cure,Korea Republic of,Terran,Zest,Korea Republic of,Protoss,0,2
Wednesday February 13 2019,289017,Trust,Korea Republic of,Protoss,Zest,Korea Republic of,Protoss,1,1
Wednesday February 13 2019,289019,Zest,Korea Republic of,Protoss,Impact,Korea Republic of,Zerg,1,1
Wednesday February 13 2019,289013,Bly,Ukraine,Zerg,Zest,Korea Republic of,Protoss,1,1
Wednesday February 13 2019,289014,Trust,Korea Republic of,Protoss,Impact,Korea Republic of,Zerg,1,1
Wednesday February 13 2019,289016,Impact,Korea Republic of,Zerg,Bly,Ukraine,Zerg,1,1
Wednesday February 13 2019,289020,Trust,Korea Republic of,Protoss,Bly,Ukraine,Zerg,0,2
Wednesday February 13 2019,289951,Pacomike,Mexico,Protoss,Mamba (Swiss),Switzerland,Zerg,1,5
Thursday February 14 2019,289250,soO,Korea Republic of,Zerg,Creator,Korea Republic of,Protoss,2,1
Thursday February 14 2019,289251,Hurricane,Korea Republic of,Protoss,INnoVation,Korea Republic of,Terran,0,2
Thursday February 14 2019,289252,soO,Korea Republic of,Zerg,INnoVation,Korea Republic of,Terran,2,1
Thursday February 14 2019,289253,Creator,Korea Republic of,Protoss,Hurricane,Korea Republic of,Protoss,2,1
Thursday February 14 2019,289254,INnoVation,Korea Republic of,Terran,Creator,Korea Republic of,Protoss,2,0
Thursday February 14 2019,290054,Reynor,Italy,Zerg,PtitDrogo,France,Protoss,2,0
Thursday February 14 2019,290055,MaNa,Poland,Protoss,Namshar,Sweden,Zerg,1,2
Thursday February 14 2019,290056,Reynor,Italy,Zerg,Namshar,Sweden,Zerg,2,1
Thursday February 14 2019,290057,PtitDrogo,France,Protoss,MaNa,Poland,Protoss,2,0
Thursday February 14 2019,290058,Namshar,Sweden,Zerg,PtitDrogo,France,Protoss,0,2
Thursday February 14 2019,290078,SpeCial.Sc2,Mexico,Terran,Cham,Mexico,Zerg,2,0
Thursday February 14 2019,290079,Scarlett,Canada,Zerg,Rex,Taiwan,Zerg,2,0
Thursday February 14 2019,290080,SpeCial.Sc2,Mexico,Terran,Scarlett,Canada,Zerg,1,2
Thursday February 14 2019,290081,Cham,Mexico,Zerg,Rex,Taiwan,Zerg,2,0
Thursday February 14 2019,290082,SpeCial.Sc2,Mexico,Terran,Cham,Mexico,Zerg,1,2
Friday February 15 2019,289027,Creator,Korea Republic of,Protoss,soO,Korea Republic of,Zerg,0,2
Friday February 15 2019,289024,Creator,Korea Republic of,Protoss,herO.kr,Korea Republic of,Protoss,0,2
Friday February 15 2019,290152,MeomaikA,Viet Nam,Zerg,TRUE,Korea Republic of,Zerg,1,2
Friday February 15 2019,289026,herO.kr,Korea Republic of,Protoss,Rogue,Korea Republic of,Zerg,0,2
Friday February 15 2019,289029,soO,Korea Republic of,Zerg,herO.kr,Korea Republic of,Protoss,0,2
Friday February 15 2019,290153,Namshar,Sweden,Zerg,Kas,Ukraine,Terran,0,2
Friday February 15 2019,289023,Rogue,Korea Republic of,Zerg,soO,Korea Republic of,Zerg,0,2
Friday February 15 2019,289030,Creator,Korea Republic of,Protoss,Rogue,Korea Republic of,Zerg,1,1
Friday February 15 2019,290154,TRUE,Korea Republic of,Zerg,Kas,Ukraine,Terran,2,0
Friday February 15 2019,289022,Hurricane,Korea Republic of,Protoss,herO.kr,Korea Republic of,Protoss,0,2
Friday February 15 2019,289025,Hurricane,Korea Republic of,Protoss,soO,Korea Republic of,Zerg,0,2
Friday February 15 2019,290155,MeomaikA,Viet Nam,Zerg,Namshar,Sweden,Zerg,0,2
Friday February 15 2019,289028,Hurricane,Korea Republic of,Protoss,Rogue,Korea Republic of,Zerg,0,2
Friday February 15 2019,289031,Creator,Korea Republic of,Protoss,Hurricane,Korea Republic of,Protoss,2,0
Friday February 15 2019,290156,Kas,Ukraine,Terran,Namshar,Sweden,Zerg,0,3
Friday February 15 2019,290060,Lambo,Germany,Zerg,HateMe,Austria,Zerg,2,0
Friday February 15 2019,290061,uThermal,Netherlands,Terran,HeRoMaRinE,Germany,Terran,1,2
Friday February 15 2019,290062,Lambo,Germany,Zerg,HeRoMaRinE,Germany,Terran,2,1
Friday February 15 2019,290063,HateMe,Austria,Zerg,uThermal,Netherlands,Terran,2,0
Friday February 15 2019,290064,HeRoMaRinE,Germany,Terran,HateMe,Austria,Zerg,2,0
Friday February 15 2019,290190,Probe,Australia,Protoss,Firefly.sc2,China,Protoss,2,0
Friday February 15 2019,290189,Firefly.sc2,China,Protoss,Coffee,China,Terran,2,1
Friday February 15 2019,290188,MaSa,Canada,Terran,Probe,Australia,Protoss,2,1
Friday February 15 2019,290187,Coffee,China,Terran,Probe,Australia,Protoss,1,2
Friday February 15 2019,290186,MaSa,Canada,Terran,Firefly.sc2,China,Protoss,2,1
Saturday February 16 2019,290200,TY,Korea Republic of,Terran,FanTaSy,Korea Republic of,Terran,2,0
Saturday February 16 2019,290201,Impact,Korea Republic of,Zerg,Leenock,Korea Republic of,Zerg,2,0
Saturday February 16 2019,290202,TY,Korea Republic of,Terran,Impact,Korea Republic of,Zerg,2,0
Saturday February 16 2019,290203,FanTaSy,Korea Republic of,Terran,Leenock,Korea Republic of,Zerg,2,0
Saturday February 16 2019,290204,Impact,Korea Republic of,Zerg,FanTaSy,Korea Republic of,Terran,2,1
Saturday February 16 2019,290310,soO,Korea Republic of,Zerg,MC,Korea Republic of,Protoss,3,0
Saturday February 16 2019,290312,aLive,Korea Republic of,Terran,Rogue,Korea Republic of,Zerg,1,3
Saturday February 16 2019,290317,Bly,Ukraine,Zerg,Rogue,Korea Republic of,Zerg,1,3
Saturday February 16 2019,290316,Bunny.kr,Korea Republic of,Terran,soO,Korea Republic of,Zerg,1,3
Saturday February 16 2019,290066,ShoWTimE.,Germany,Protoss,DnS,France,Protoss,0,2
Saturday February 16 2019,290308,Zest,Korea Republic of,Protoss,TRUE,Korea Republic of,Zerg,3,2
Saturday February 16 2019,290067,Elazer,Poland,Zerg,Hellraiser,Ukraine,Protoss,2,0
Saturday February 16 2019,290069,ShoWTimE.,Germany,Protoss,Hellraiser,Ukraine,Protoss,2,1
Saturday February 16 2019,290314,KeeN,Korea Republic of,Terran,Impact,Korea Republic of,Zerg,2,3
Saturday February 16 2019,290068,DnS,France,Protoss,Elazer,Poland,Zerg,0,2
Saturday February 16 2019,290070,DnS,France,Protoss,ShoWTimE.,Germany,Protoss,0,2
Saturday February 16 2019,290218,puCK,United States,Protoss,MCanning,United States,Protoss,2,1
Saturday February 16 2019,290217,MCanning,United States,Protoss,Epic.SC2,United States,Terran,2,0
Saturday February 16 2019,290216,Neeb,United States,Protoss,puCK,United States,Protoss,2,1
Saturday February 16 2019,290215,puCK,United States,Protoss,Epic.SC2,United States,Terran,2,0
Saturday February 16 2019,290214,Neeb,United States,Protoss,MCanning,United States,Protoss,2,0
Sunday February 17 2019,289091,Rogue,Korea Republic of,Zerg,Cure,Korea Republic of,Terran,3,2
Sunday February 17 2019,289092,Stats,Korea Republic of,Protoss,SortOf,Sweden,Zerg,3,1
Sunday February 17 2019,289093,Rogue,Korea Republic of,Zerg,Stats,Korea Republic of,Protoss,4,3
Sunday February 17 2019,290319,Zest,Korea Republic of,Protoss,soO,Korea Republic of,Zerg,4,2
Sunday February 17 2019,290076,Harstem,Netherlands,Protoss,Rail,Russian Federation,Protoss,1,2
Sunday February 17 2019,290075,Rail,Russian Federation,Protoss,GungFuBanda,Germany,Protoss,2,1
Sunday February 17 2019,290074,Serral,Finland,Zerg,Harstem,Netherlands,Protoss,2,0
Sunday February 17 2019,290073,GungFuBanda,Germany,Protoss,Harstem,Netherlands,Protoss,1,2
Sunday February 17 2019,290072,Serral,Finland,Zerg,Rail,Russian Federation,Protoss,2,1
Sunday February 17 2019,290321,Zest,Korea Republic of,Protoss,Rogue,Korea Republic of,Zerg,5,4
Sunday February 17 2019,290356,TIME.sc2,China,Terran,Kelazhur,Brazil,Terran,2,0
Sunday February 17 2019,290355,Silky,United States,Zerg,Kelazhur,Brazil,Terran,0,2
Sunday February 17 2019,290354,TIME.sc2,China,Terran,Astrea,United States,Protoss,0,2
Sunday February 17 2019,290353,Kelazhur,Brazil,Terran,Astrea,United States,Protoss,0,2
Sunday February 17 2019,290352,TIME.sc2,China,Terran,Silky,United States,Zerg,2,1
Monday February 18 2019,290482,Firefly.sc2,China,Protoss,Solar,Korea Republic of,Zerg,0,2
Monday February 18 2019,290481,Nice.SC2,Taiwan,Protoss,KeeN,Korea Republic of,Terran,1,2
Monday February 18 2019,290483,KeeN,Korea Republic of,Terran,Solar,Korea Republic of,Zerg,0,2
Monday February 18 2019,290484,Nice.SC2,Taiwan,Protoss,Firefly.sc2,China,Protoss,2,0
Monday February 18 2019,290485,KeeN,Korea Republic of,Terran,Nice.SC2,Taiwan,Protoss,2,0
Monday February 18 2019,290500,DnS,France,Protoss,YoGo,France,Zerg,3,0
Monday February 18 2019,290506,ShinO.fr,France,Zerg,Rom,France,Protoss,3,2
Monday February 18 2019,290502,Denver,France,Zerg,arrogfire,France,Protoss,3,1
Monday February 18 2019,290504,SoulSpirit,France,Zerg,NoCti,France,Terran,3,1
Tuesday February 19 2019,290639,EterNaL.sc2,Canada,Terran,TechFour,United States,Zerg,2,1
Tuesday February 19 2019,290638,TechFour,United States,Zerg,Murk.us,United States,,2,0
Tuesday February 19 2019,290637,EterNaL.sc2,Canada,Terran,Megabearcub,United States,Zerg,0,2
Tuesday February 19 2019,290636,Murk.us,United States,,Megabearcub,United States,Zerg,0,2
Tuesday February 19 2019,290635,EterNaL.sc2,Canada,Terran,TechFour,United States,Zerg,2,0
Tuesday February 19 2019,290735,Creator,Korea Republic of,Protoss,soO,Korea Republic of,Zerg,0,2
Tuesday February 19 2019,290734,INnoVation,Korea Republic of,Terran,Stats,Korea Republic of,Protoss,2,1
Tuesday February 19 2019,290730,INnoVation,Korea Republic of,Terran,PenguiN,Korea Republic of,Zerg,2,0
Tuesday February 19 2019,290731,Impact,Korea Republic of,Zerg,Stats,Korea Republic of,Protoss,0,2
Tuesday February 19 2019,290732,Leenock,Korea Republic of,Zerg,Creator,Korea Republic of,Protoss,1,2
Tuesday February 19 2019,290733,soO,Korea Republic of,Zerg,RagnaroK,Korea Republic of,Protoss,2,1
Tuesday February 19 2019,290736,INnoVation,Korea Republic of,Terran,soO,Korea Republic of,Zerg,3,2
Tuesday February 19 2019,290671,Rinkokonoe,Russian Federation,Zerg,ZipperTheFly,Ukraine,Terran,0,2
Tuesday February 19 2019,290669,Vanya,Russian Federation,Zerg,Rinkokonoe,Russian Federation,Zerg,1,2
Tuesday February 19 2019,290672,Vanya,Russian Federation,Zerg,Basset,Russian Federation,Zerg,1,0
Tuesday February 19 2019,290673,Rinkokonoe,Russian Federation,Zerg,Vanya,Russian Federation,Zerg,1,2
Tuesday February 19 2019,290670,ZipperTheFly,Ukraine,Terran,Basset,Russian Federation,Zerg,1,0
Tuesday February 19 2019,290551,Bly,Ukraine,Zerg,Harstem,Netherlands,Protoss,4,5
Wednesday February 20 2019,290679,Zest,Korea Republic of,Protoss,Patience,Korea Republic of,Protoss,1,2
Wednesday February 20 2019,290680,aLive,Korea Republic of,Terran,Rogue,Korea Republic of,Zerg,0,2
Wednesday February 20 2019,290682,Zest,Korea Republic of,Protoss,aLive,Korea Republic of,Terran,2,0
Wednesday February 20 2019,290681,Patience,Korea Republic of,Protoss,Rogue,Korea Republic of,Zerg,0,2
Wednesday February 20 2019,290683,Patience,Korea Republic of,Protoss,Zest,Korea Republic of,Protoss,2,1
Thursday February 21 2019,291715,Minato,Ukraine,Zerg,AllHailLulu,Russian Federation,Zerg,0,2
Thursday February 21 2019,291714,Bee.Sc2,Russian Federation,Zerg,GhostHell,Ukraine,Zerg,2,0
Thursday February 21 2019,291717,GhostHell,Ukraine,Zerg,Minato,Ukraine,Zerg,0,2
Thursday February 21 2019,291716,Bee.Sc2,Russian Federation,Zerg,AllHailLulu,Russian Federation,Zerg,0,2
Thursday February 21 2019,291718,Bee.Sc2,Russian Federation,Zerg,Minato,Ukraine,Zerg,2,1
Friday February 22 2019,291786,Krr,Lithuania,Protoss,Demi,India,Zerg,2,0
Friday February 22 2019,291788,Krr,Lithuania,Protoss,Clem,France,Terran,0,2
Friday February 22 2019,291787,SoulSpirit,France,Zerg,Clem,France,Terran,0,2
Friday February 22 2019,291789,Demi,India,Zerg,SoulSpirit,France,Zerg,2,3
Friday February 22 2019,291790,Krr,Lithuania,Protoss,SoulSpirit,France,Zerg,0,3
Saturday February 23 2019,290577,Ziggy,Poland,Terran,Miszu,Poland,Terran,2,0
Saturday February 23 2019,290576,Rodzyn,Poland,Protoss,BluE.pl,Poland,Protoss,1,2
Saturday February 23 2019,290575,Miszu,Poland,Terran,BluE.pl,Poland,Protoss,1,2
Saturday February 23 2019,290574,Rodzyn,Poland,Protoss,Ziggy,Poland,Terran,2,0
Saturday February 23 2019,290572,Rodzyn,Poland,Protoss,Miszu,Poland,Terran,2,0
Saturday February 23 2019,290573,BluE.pl,Poland,Protoss,Ziggy,Poland,Terran,0,2
Saturday February 23 2019,290570,Gerald,Poland,Protoss,ArT.Sc2,Poland,Protoss,1,2
Saturday February 23 2019,290566,Gerald,Poland,Protoss,Sandro,Poland,Protoss,2,0
Saturday February 23 2019,290571,Gremory,Poland,Zerg,Sandro,Poland,Protoss,2,0
Saturday February 23 2019,290569,Sandro,Poland,Protoss,ArT.Sc2,Poland,Protoss,0,2
Saturday February 23 2019,290568,Gerald,Poland,Protoss,Gremory,Poland,Zerg,2,0
Saturday February 23 2019,290567,ArT.Sc2,Poland,Protoss,Gremory,Poland,Zerg,2,0
Saturday February 23 2019,291928,Harstem,Netherlands,Protoss,Denver,France,Zerg,2,0
Saturday February 23 2019,291930,Harstem,Netherlands,Protoss,uThermal,Netherlands,Terran,1,2
Saturday February 23 2019,291931,Denver,France,Zerg,Kelazhur,Brazil,Terran,1,2
