Date,Id,Player1,Player2,Score1,Score2
Monday June 17 2013,19111,TLO,Taeja,0,2
Monday June 17 2013,19112,Life,Sjow,1,2
Monday June 17 2013,19113,StarDust,HyuN,2,1
Monday June 17 2013,19114,Jaedong,Taeja,2,0
Monday June 17 2013,19115,Sjow,StarDust,0,2
Monday June 17 2013,19116,Jaedong,StarDust,2,3
Tuesday June 18 2013,17074,[EG-TL],[T8],4,1
Tuesday June 18 2013,18856,Soulkey,YuGiOh,0,1
Tuesday June 18 2013,18857,Flash,RagnaroK,1,0
Tuesday June 18 2013,18858,Flash,YuGiOh,1,0
Tuesday June 18 2013,18859,RagnaroK,Soulkey,0,1
Tuesday June 18 2013,18860,Soulkey,YuGiOh,1,0
Tuesday June 18 2013,18864,Rogue,Flying,1,0
Tuesday June 18 2013,18861,INnoVation,Rogue,1,0
Tuesday June 18 2013,18862,Flying,Bbyong,0,1
Tuesday June 18 2013,18863,INnoVation,Bbyong,1,0
Tuesday June 18 2013,18865,Rogue,Bbyong,0,1
Thursday June 20 2013,18870,Maru,sOs.sc2,1,0
Thursday June 20 2013,18869,EffOrt,Maru,0,1
Thursday June 20 2013,18866,sOs.sc2,EffOrt,1,0
Thursday June 20 2013,18867,soO,Maru,1,0
Thursday June 20 2013,18868,soO,sOs.sc2,1,0
Thursday June 20 2013,18871,Symbol,Trap,0,1
Thursday June 20 2013,18872,Shine,Curious,0,1
Thursday June 20 2013,18873,Trap,Curious,1,0
Thursday June 20 2013,18874,Symbol,Shine,1,0
Thursday June 20 2013,18875,Curious,Symbol,0,1
Thursday June 20 2013,19169,MC,Fuzer,2,0
Thursday June 20 2013,19170,Goswser,Socke,1,2
Thursday June 20 2013,19171,MC,Socke,2,0
Thursday June 20 2013,19172,Fuzer,Goswser,0,2
Thursday June 20 2013,19173,Socke,Goswser,0,2
Thursday June 20 2013,19179,ToD,DIMAGA,0,2
Thursday June 20 2013,19180,ThorZaiN,Targa,2,0
Thursday June 20 2013,19181,DIMAGA,ThorZaiN,0,2
Thursday June 20 2013,19182,ToD,Targa,2,0
Thursday June 20 2013,19183,DIMAGA,ToD,0,2
Friday June 21 2013,16612,Axiom-Acer,[ST],4,0
Friday June 21 2013,19184,Stephano,PandaTank,2,0
Friday June 21 2013,19185,Happy,qxc,2,0
Friday June 21 2013,19186,Stephano,Happy,2,0
Friday June 21 2013,19187,PandaTank,qxc,0,2
Friday June 21 2013,19188,Happy,qxc,2,0
Friday June 21 2013,19189,Taeja,State,2,0
Friday June 21 2013,19190,Kas,NightenD,2,1
Friday June 21 2013,19191,Taeja,Kas,2,1
Friday June 21 2013,19192,State,NightenD,0,2
Friday June 21 2013,19193,Kas,NightenD,0,2
Friday June 21 2013,19202,Hendralisk,HasuObs,0,2
Friday June 21 2013,19201,Snute,MorroW,2,0
Friday June 21 2013,19200,HasuObs,MorroW,1,2
Friday June 21 2013,19199,Snute,Hendralisk,2,0
Friday June 21 2013,19203,MorroW,HasuObs,1,2
Saturday June 22 2013,16619,[AZUBU],[FXO],4,3
Saturday June 22 2013,17072,[STX],[Woongjin],0,4
Saturday June 22 2013,17073,[CJ],[SKT],2,4
Saturday June 22 2013,19210,MC,NightenD,2,1
Saturday June 22 2013,19211,Bunny,TLO,1,2
Saturday June 22 2013,19212,MC,TLO,1,2
Saturday June 22 2013,19213,NightenD,Bunny,1,2
Saturday June 22 2013,19214,MC,Bunny,2,1
Saturday June 22 2013,19220,Seed,ToD,2,1
Saturday June 22 2013,19221,Snute,Happy,2,0
Saturday June 22 2013,19222,Seed,Snute,1,2
Saturday June 22 2013,19224,Seed,Happy,2,0
Saturday June 22 2013,19223,Happy,ToD,2,1
Saturday June 22 2013,19215,Taeja,Goswser,2,0
Saturday June 22 2013,19225,HyuN,HasuObs,2,0
Saturday June 22 2013,19216,Stephano,MaNa,2,0
Saturday June 22 2013,19226,ThorZaiN,viOLet,0,2
Saturday June 22 2013,19227,HyuN,viOLet,2,0
Saturday June 22 2013,19217,Taeja,Stephano,2,0
Saturday June 22 2013,19228,HasuObs,ThorZaiN,2,0
Saturday June 22 2013,19218,Goswser,MaNa,2,1
Saturday June 22 2013,19229,viOLet,HasuObs,2,0
Saturday June 22 2013,19219,Stephano,Goswser,2,0
Saturday June 22 2013,19747,Grubby,ViBE,2,1
Sunday June 23 2013,19753,Select,DeMuslim,0,2
Sunday June 23 2013,19746,Sound,Kane,2,0
Sunday June 23 2013,19751,DeMuslim,puCK,2,1
Sunday June 23 2013,19743,Kane,Grubby,2,1
Sunday June 23 2013,19750,Golden,Select,2,1
Sunday June 23 2013,17070,[EG-TL],[KHAN],3,4
Sunday June 23 2013,17071,[KT],[T8],4,2
Sunday June 23 2013,20253,HyuN,MC,3,1
Sunday June 23 2013,20254,Snute,Stephano,3,1
Sunday June 23 2013,20255,Taeja,Seed,3,0
Sunday June 23 2013,20256,TLO,viOLet,3,1
Sunday June 23 2013,20257,HyuN,Snute,2,3
Sunday June 23 2013,20258,Taeja,TLO,3,2
Sunday June 23 2013,20259,Snute,Taeja,3,4
Sunday June 23 2013,20260,Sound,DeMuslim,3,0
Monday June 24 2013,20261,Golden,Kane,3,1
Monday June 24 2013,17077,[STX],[CJ],4,1
Monday June 24 2013,17069,[SKT],[Woongjin],1,4
Tuesday June 25 2013,17066,[EG-TL],[KT],0,4
Tuesday June 25 2013,18876,KangHo,JangBi,0,1
Tuesday June 25 2013,18877,Life,FanTaSy,0,1
Tuesday June 25 2013,18878,JangBi,FanTaSy,0,1
Tuesday June 25 2013,18879,KangHo,Life,1,0
Tuesday June 25 2013,18880,JangBi,KangHo,0,1
Tuesday June 25 2013,18881,RorO,First,0,1
Tuesday June 25 2013,18882,Leenock,hyvaa,1,0
Tuesday June 25 2013,18883,First,Leenock,1,0
Tuesday June 25 2013,18884,RorO,hyvaa,0,1
Tuesday June 25 2013,18885,Leenock,hyvaa,0,1
Tuesday June 25 2013,20263,Mvp,Elfi,2,0
Tuesday June 25 2013,20264,Tefel,Beastyqt,2,0
Tuesday June 25 2013,20265,Mvp,Tefel,2,1
Tuesday June 25 2013,20266,Elfi,Beastyqt,2,1
Tuesday June 25 2013,20267,Tefel,Elfi,2,1
Wednesday June 26 2013,20268,Stephano,Slivko,2,1
Wednesday June 26 2013,20269,Shuttle,MC,1,2
Wednesday June 26 2013,20270,Stephano,MC,2,0
Wednesday June 26 2013,20271,Slivko,Shuttle,2,1
Wednesday June 26 2013,20272,MC,Slivko,2,0
Thursday June 27 2013,18887,Squirtle,Supernova,0,1
Thursday June 27 2013,18886,PartinG,YongHwa,1,0
Thursday June 27 2013,18888,PartinG,Supernova,0,1
Thursday June 27 2013,18889,YongHwa,Squirtle,0,1
Thursday June 27 2013,18890,PartinG,Squirtle,1,0
Thursday June 27 2013,18891,Bomber,Hurricane,1,0
Thursday June 27 2013,18892,Rain,KeeN,1,0
Thursday June 27 2013,18893,Bomber,Rain,0,1
Thursday June 27 2013,18894,Hurricane,KeeN,0,1
Thursday June 27 2013,18895,Bomber,KeeN,1,0
Thursday June 27 2013,18821,Slivko,ToD,2,1
Thursday June 27 2013,18822,TLO,Dayshi.sc2,0,2
Thursday June 27 2013,18823,Slivko,Dayshi.sc2,2,0
Thursday June 27 2013,18824,ToD,TLO,1,2
Thursday June 27 2013,18825,Dayshi.sc2,TLO,2,1
Friday June 28 2013,16607,Axiom-Acer,[NSHoSeo],3,4
Saturday June 29 2013,16616,[Prime],[FXO],2,4
Saturday June 29 2013,20535,Goody,Bischu,0,2
Saturday June 29 2013,20536,Monty,kauP,2,0
Saturday June 29 2013,20537,HaNfy,TOP*,2,0
Saturday June 29 2013,20538,Bly,KnowMe,2,0
Saturday June 29 2013,20539,Protosser,Delking,2,0
Saturday June 29 2013,20540,HasuObs,Goswser,2,1
Saturday June 29 2013,20551,HaNfy,Bly,0,2
Saturday June 29 2013,20552,Protosser,HasuObs,0,2
Saturday June 29 2013,20553,Revenge.,Evaner,2,1
Saturday June 29 2013,20554,Strelok,StarDust,2,1
Saturday June 29 2013,20555,AcRo,Pink,2,1
Saturday June 29 2013,20556,HappyZerG,San111,0,2
Saturday June 29 2013,20533,Krr,DieStar,2,0
Saturday June 29 2013,20534,ShoWTimE.,Enchanted,2,0
Saturday June 29 2013,20541,Revenge.,DreAm.,2,0
Saturday June 29 2013,20542,Harpner,Evaner,0,2
Saturday June 29 2013,20543,waCk,Strelok,0,2
Saturday June 29 2013,20544,StarDust,Pro7ecT,2,0
Saturday June 29 2013,20545,AcRo,Storm,2,0
Saturday June 29 2013,20546,Pink,HyuN,2,0
Saturday June 29 2013,20547,Tefel,HappyZerG,0,2
Saturday June 29 2013,20548,San111,Noname.sc2,2,0
Saturday June 29 2013,20549,Krr,ShoWTimE.,0,2
Saturday June 29 2013,20550,Bischu,Monty,2,1
Saturday June 29 2013,20557,ShoWTimE.,Bischu,2,0
Saturday June 29 2013,20558,Bly,HasuObs,2,0
Saturday June 29 2013,20559,Revenge.,Strelok,0,2
Saturday June 29 2013,20560,AcRo,San111,0,2
Saturday June 29 2013,20561,ShoWTimE.,Bly,2,0
Saturday June 29 2013,20562,Strelok,San111,0,2
Saturday June 29 2013,20563,ShoWTimE.,San111,1,3
Saturday June 29 2013,21033,HerO,Select,2,0
Saturday June 29 2013,21034,Minigun,Kane,2,0
Saturday June 29 2013,21063,KawaiiRice,Sage,0,2
Saturday June 29 2013,21064,Nony,SaSe,1,2
Saturday June 29 2013,21093,Moonglade,Sound,0,2
Saturday June 29 2013,21094,Heart,Apocalypse,2,0
Saturday June 29 2013,21123,soO,Illusion,2,0
Saturday June 29 2013,21124,YuGiOh,HyuN,0,2
Saturday June 29 2013,21153,Naniwa,Cham,2,0
Saturday June 29 2013,21154,State,HuK,1,2
Saturday June 29 2013,21183,Suppy,DeMuslim,2,0
Saturday June 29 2013,21184,Xenocider,Polt,0,2
Saturday June 29 2013,21213,qxc,Tilea,2,0
Saturday June 29 2013,21214,Stats,Dear,0,2
Saturday June 29 2013,21243,Phog,Spanishiwa,2,0
Saturday June 29 2013,21244,LzGaMeRSC2,Jaedong,0,2
Saturday June 29 2013,21095,Sound,Heart,2,0
Saturday June 29 2013,21215,qxc,Dear,1,2
Saturday June 29 2013,21125,soO,HyuN,1,2
Saturday June 29 2013,21155,Naniwa,HuK,2,0
Saturday June 29 2013,21185,Suppy,Polt,1,2
Saturday June 29 2013,21035,HerO,Minigun,2,0
Saturday June 29 2013,21245,Phog,Jaedong,0,2
Saturday June 29 2013,21065,Sage,SaSe,2,0
Sunday June 30 2013,21299,Jaedong,Naniwa,0,2
Sunday June 30 2013,21289,Sound,Sage,2,0
Sunday June 30 2013,21300,Dear,Naniwa,0,2
Sunday June 30 2013,21290,HerO,Sound,2,0
Sunday June 30 2013,21301,Polt,Naniwa,4,1
Sunday June 30 2013,21291,HyuN,HerO,4,1
Monday July 1 2013,21309,Polt,HyuN,3,2
Tuesday July 2 2013,20420,Soulkey,Symbol,2,0
Tuesday July 2 2013,20426,Bomber,Bbyong,2,1
Tuesday July 2 2013,20432,First,FanTaSy,2,0
Tuesday July 2 2013,20439,Supernova,KangHo,2,0
Tuesday July 2 2013,20273,TLO,MaNa,2,0
Tuesday July 2 2013,20274,MMA,TAiLS,2,1
Tuesday July 2 2013,20275,TLO,MMA,0,2
Tuesday July 2 2013,20276,MaNa,TAiLS,2,1
Tuesday July 2 2013,20277,TLO,MaNa,1,2
Wednesday July 3 2013,20278,DIMAGA,duckdeok,2,0
Wednesday July 3 2013,20279,Dayshi.sc2,HasuObs,0,2
Wednesday July 3 2013,20280,DIMAGA,HasuObs,1,2
Wednesday July 3 2013,20281,duckdeok,Dayshi.sc2,2,1
Wednesday July 3 2013,20282,DIMAGA,duckdeok,1,2
Thursday July 4 2013,20421,soO,PartinG,2,0
Thursday July 4 2013,20427,Flash,INnoVation,0,2
Thursday July 4 2013,20433,Rain,hyvaa,2,1
Thursday July 4 2013,20438,Maru,Trap,2,1
Friday July 5 2013,16614,[MVP],[AZUBU],3,4
Friday July 5 2013,18816,Bly,Harstem,2,0
Friday July 5 2013,18817,LucifroN,ThorZaiN,2,0
Friday July 5 2013,18818,Bly,LucifroN,1,2
Friday July 5 2013,18819,Harstem,ThorZaiN,2,0
Friday July 5 2013,18820,Bly,Harstem,2,1
Saturday July 6 2013,17054,[EG-TL],[SKT],3,4
Saturday July 6 2013,17056,[T8],[STX],0,4
Saturday July 6 2013,16623,[ST],[LG-IM],4,3
Saturday July 6 2013,18811,Goswser,MMA,0,2
Saturday July 6 2013,18812,HyuN,HuK,2,0
Saturday July 6 2013,18813,MMA,HyuN,1,2
Saturday July 6 2013,18814,Goswser,HuK,1,2
Saturday July 6 2013,18815,MMA,HuK,2,1
Sunday July 7 2013,17075,[KHAN],[Woongjin],4,3
Sunday July 7 2013,17063,[CJ],[KT],0,4
Monday July 8 2013,17051,[T8],[SKT],4,1
Monday July 8 2013,17062,[EG-TL],[STX],2,4
Monday July 8 2013,22187,HyuN,Symbol,2,1
Monday July 8 2013,22192,Life,Supernova,2,1
Tuesday July 9 2013,17060,[Woongjin],[KT],2,4
Tuesday July 9 2013,22272,RagnaroK,Pigbaby,0,2
Tuesday July 9 2013,22273,GuMiho,Terminator,2,0
Tuesday July 9 2013,22274,ByuN,Dear,1,2
Tuesday July 9 2013,17052,[KHAN],[CJ],1,4
Tuesday July 9 2013,22289,MarineKing,Mamuri,2,0
Tuesday July 9 2013,20418,Soulkey,soO,2,1
Tuesday July 9 2013,20425,INnoVation,Bbyong,2,0
Tuesday July 9 2013,20430,First,Rain,2,0
Tuesday July 9 2013,20437,KangHo,Trap,0,2
Tuesday July 9 2013,20283,BabyKnight,Welmu,0,2
Tuesday July 9 2013,20284,ret,ThorZaiN,2,0
Tuesday July 9 2013,20285,Welmu,ret,2,1
Tuesday July 9 2013,20286,BabyKnight,ThorZaiN,2,0
Tuesday July 9 2013,20287,ret,BabyKnight,2,1
Wednesday July 10 2013,20288,LucifroN,Naniwa,1,2
Wednesday July 10 2013,20289,Bly,Uzer,0,2
Wednesday July 10 2013,20290,Naniwa,Uzer,2,0
Wednesday July 10 2013,20291,LucifroN,Bly,2,0
Wednesday July 10 2013,20292,Uzer,LucifroN,0,2
Thursday July 11 2013,22575,[ROOT],[mouz],1,4
Thursday July 11 2013,22290,Seed,Shine,0,2
Thursday July 11 2013,22302,Life,Kop.,2,0
Thursday July 11 2013,22303,Trust,Jjakji,1,2
Thursday July 11 2013,22305,Billowy,RorO,0,2
Thursday July 11 2013,20419,PartinG,Symbol,1,2
Thursday July 11 2013,20424,Bomber,Flash,2,0
Thursday July 11 2013,20431,hyvaa,FanTaSy,2,1
Thursday July 11 2013,20436,Maru,Supernova,2,1
Thursday July 11 2013,22186,LucifroN,HerO,2,0
Thursday July 11 2013,22189,Bomber,Bly,2,0
Thursday July 11 2013,22188,ret,Dayshi.sc2,1,2
Thursday July 11 2013,22193,Slivko,MMA,0,2
Thursday July 11 2013,22191,Strelok,Vortix,2,1
Friday July 12 2013,22339,[AZUBU],[ST],5,4
Friday July 12 2013,17616,[Acer],[Axiom],5,4
Friday July 12 2013,17588,[Liquid],[lMl],5,2
Saturday July 13 2013,22542,[SKT],[STX],3,4
Saturday July 13 2013,22343,[LG-IM],[AZUBU],5,0
Sunday July 14 2013,22572,[Acer],[mouz],4,3
Sunday July 14 2013,22569,[Liquid],[mouz],3,4
Sunday July 14 2013,22543,[SKT],[STX],3,4
Sunday July 14 2013,22999,RobbyG,Ourk,3,1
Sunday July 14 2013,23000,BlinG,JonnyREcco,3,1
Sunday July 14 2013,23001,RobbyG,BlinG,1,4
Monday July 15 2013,17587,[Axiom],[MVP],1,5
Monday July 15 2013,22194,LucifroN,HyuN,2,3
Monday July 15 2013,22195,Dayshi.sc2,Bomber,1,3
Tuesday July 16 2013,23062,HerO,Oz,1,2
Tuesday July 16 2013,23066,Scarlett,HerO,2,1
Tuesday July 16 2013,23065,HerO,ViBE,2,0
Tuesday July 16 2013,23064,Oz,Scarlett,2,0
Tuesday July 16 2013,23063,Scarlett,ViBE,2,1
Tuesday July 16 2013,22282,YuGiOh,DongRaeGu,2,0
Tuesday July 16 2013,22280,Pigbaby,GuMiho,0,2
Tuesday July 16 2013,22295,EffOrt,YoDaSC2,2,0
Tuesday July 16 2013,22297,sOs.sc2,Ruin,2,1
Tuesday July 16 2013,20416,Soulkey,PartinG,2,0
Tuesday July 16 2013,20423,Bbyong,Flash,0,2
Tuesday July 16 2013,20428,First,hyvaa,0,2
Tuesday July 16 2013,20435,Trap,Supernova,1,2
Tuesday July 16 2013,20293,ForGG,Vortix,1,2
Tuesday July 16 2013,20294,Grubby,Bunny,2,1
Tuesday July 16 2013,20295,Vortix,Grubby,2,1
Tuesday July 16 2013,20296,ForGG,Bunny,2,0
Tuesday July 16 2013,20297,Grubby,ForGG,2,1
Wednesday July 17 2013,23037,Ryung,SpeCial.Sc2,0,2
Wednesday July 17 2013,23038,NesTea,Jim,0,2
Wednesday July 17 2013,23039,SpeCial.Sc2,Jim,0,2
Wednesday July 17 2013,23040,Ryung,NesTea,2,0
Wednesday July 17 2013,23041,SpeCial.Sc2,Ryung,1,2
Wednesday July 17 2013,17604,[Quantic],[Axiom],1,5
Wednesday July 17 2013,17610,[ROOT],[mouz],2,5
Wednesday July 17 2013,20298,Happy,TitaN,1,2
Wednesday July 17 2013,20299,ToD,SortOf,0,2
Wednesday July 17 2013,20300,TitaN,SortOf,2,1
Wednesday July 17 2013,20301,Happy,ToD,2,1
Wednesday July 17 2013,20302,SortOf,Happy,0,2
Thursday July 18 2013,23032,Alicia,Neeb,2,0
Thursday July 18 2013,23033,Apocalypse,Minigun,2,1
Thursday July 18 2013,23034,Alicia,Apocalypse,2,0
Thursday July 18 2013,23035,Neeb,Minigun,1,2
Thursday July 18 2013,23036,Apocalypse,Minigun,0,2
Thursday July 18 2013,22296,MarineKing,Shine,2,1
Thursday July 18 2013,22310,Life,Jjakji,2,0
Thursday July 18 2013,22311,Dream,RorO,2,0
Thursday July 18 2013,20417,Symbol,soO,2,1
Thursday July 18 2013,20422,Bomber,INnoVation,2,0
Thursday July 18 2013,20429,FanTaSy,Rain,0,2
Friday July 19 2013,23052,Revival,Top.,2,1
Friday July 19 2013,23053,viOLet,HwangSin,2,1
Friday July 19 2013,23054,Revival,viOLet,2,1
Friday July 19 2013,23055,Top.,HwangSin,1,2
Friday July 19 2013,23056,viOLet,HwangSin,2,1
Friday July 19 2013,22346,Axiom-Acer,[LG-IM],0,5
Friday July 19 2013,23334,Verdi,Elfi,0,2
Friday July 19 2013,23335,MiNiMaTh,Harstem,0,2
Friday July 19 2013,23336,Verdi,Harstem,2,0
Friday July 19 2013,23337,Elfi,MiNiMaTh,2,1
Friday July 19 2013,23338,Verdi,MiNiMaTh,2,1
Friday July 19 2013,23339,Harstem,Elfi,2,0
Friday July 19 2013,23340,Dayshi.sc2,StarDust,0,2
Friday July 19 2013,23341,Stephano,Tefel,0,2
Friday July 19 2013,23342,Dayshi.sc2,Tefel,2,1
Friday July 19 2013,23343,StarDust,Stephano,2,1
Friday July 19 2013,23344,Dayshi.sc2,Stephano,2,0
Friday July 19 2013,23345,Tefel,StarDust,1,2
Saturday July 20 2013,23209,[KT],[STX],1,4
Saturday July 20 2013,23400,Sonder,JYP,0,2
Saturday July 20 2013,23401,Jaedong,Vortix,2,0
Saturday July 20 2013,23398,MorroW,Elfi,1,2
Saturday July 20 2013,23395,Center,LucifroN,1,2
Saturday July 20 2013,23396,YuGiOh,Dayshi.sc2,2,0
Saturday July 20 2013,23397,Harstem,Goswser,1,2
Saturday July 20 2013,22345,[MVP],[LG-IM],3,5
Saturday July 20 2013,23399,StarDust,HuK,2,1
Saturday July 20 2013,23394,HyuN,TheSTC,2,0
Saturday July 20 2013,23402,HyuN,LucifroN,2,0
Saturday July 20 2013,23403,YuGiOh,Goswser,0,2
Saturday July 20 2013,23404,Elfi,StarDust,0,2
Saturday July 20 2013,23405,JYP,Jaedong,0,2
Saturday July 20 2013,23406,HyuN,Goswser,2,1
Saturday July 20 2013,23407,StarDust,Jaedong,1,2
Saturday July 20 2013,23408,HyuN,Jaedong,3,1
Sunday July 21 2013,23210,[KT],[STX],1,4
Sunday July 21 2013,17603,[MVP],[Liquid],5,4
Monday July 22 2013,22190,Scarlett,Jim,2,0
Monday July 22 2013,22197,Life,MMA,3,2
Monday July 22 2013,17594,[Liquid],[mouz],5,1
Tuesday July 23 2013,23042,Moonglade,XY - Stc2,1,2
Tuesday July 23 2013,23043,Polt,Taeja,1,2
Tuesday July 23 2013,23044,XY - Stc2,Taeja,0,2
Tuesday July 23 2013,23045,Moonglade,Polt,0,2
Tuesday July 23 2013,23046,XY - Stc2,Polt,0,2
Tuesday July 23 2013,22284,GuMiho,soO,2,1
Tuesday July 23 2013,22300,Bbyong,MarineKing,2,1
Tuesday July 23 2013,22315,Dream,FanTaSy,2,0
Tuesday July 23 2013,22316,JangBi,Leenock,2,0
Tuesday July 23 2013,23225,Maru,Symbol,3,1
Tuesday July 23 2013,17595,[ROOT],[MVP],3,5
Tuesday July 23 2013,23226,INnoVation,Soulkey,3,0
Wednesday July 24 2013,23047,Snute,Jaedong,0,2
Wednesday July 24 2013,23048,puCK,MacSed,2,1
Wednesday July 24 2013,23049,Jaedong,puCK,2,1
Wednesday July 24 2013,23050,Snute,MacSed,1,2
Wednesday July 24 2013,23051,puCK,MacSed,1,2
Wednesday July 24 2013,17620,[ROOT],[Axiom],2,5
Wednesday July 24 2013,17602,[lMl],[mouz],2,5
Thursday July 25 2013,23057,aLive,Suppy,2,1
Thursday July 25 2013,23058,theognis,Sage,1,2
Thursday July 25 2013,23059,aLive,Sage,1,2
Thursday July 25 2013,23060,Suppy,theognis,2,0
Thursday July 25 2013,23061,aLive,Suppy,2,1
Thursday July 25 2013,22571,[ROOT],[NaVi],3,4
Thursday July 25 2013,22285,Flying,PartinG,0,2
Thursday July 25 2013,22301,sOs.sc2,Curious,2,0
Thursday July 25 2013,22330,Reality,KangHo,2,1
Thursday July 25 2013,22331,TRUE,KeeN,2,0
Thursday July 25 2013,23227,Rain,Supernova,3,2
Thursday July 25 2013,17608,[lMl],[Axiom],2,5
Thursday July 25 2013,23228,Bomber,First,3,0
Thursday July 25 2013,17606,[Acer],[mouz],5,2
Friday July 26 2013,23067,Crank,TheSTC,2,0
Friday July 26 2013,23068,DeMuslim,HuK,2,0
Friday July 26 2013,23069,Crank,DeMuslim,0,2
Friday July 26 2013,23070,TheSTC,HuK,0,2
Friday July 26 2013,23071,Crank,HuK,2,0
Friday July 26 2013,23996,Grubby,Oz,1,2
Friday July 26 2013,23998,MyuNgSiK,DongRaeGu,1,2
Friday July 26 2013,23999,Revival,TitaN,2,0
Friday July 26 2013,24003,HerO,MC,2,0
Friday July 26 2013,24004,Jaedong,qxc,2,0
Friday July 26 2013,24005,HerO,Jaedong,2,1
Friday July 26 2013,24006,MC,qxc,2,1
Friday July 26 2013,24000,Revival,DongRaeGu,1,2
Friday July 26 2013,24007,Jaedong,MC,1,2
Friday July 26 2013,24001,TitaN,MyuNgSiK,2,0
Friday July 26 2013,24002,Revival,TitaN,2,1
Friday July 26 2013,22196,Scarlett,Strelok,3,1
Friday July 26 2013,22199,Scarlett,Life,2,3
Friday July 26 2013,24026,TLO,Select,2,0
Friday July 26 2013,24027,Xyz,NesTea,1,2
Friday July 26 2013,24021,Illusion,State,2,1
Friday July 26 2013,24022,Snute,State,1,2
Friday July 26 2013,24023,HuK,Illusion,2,0
Friday July 26 2013,24024,TLO,Xyz,1,2
Saturday July 27 2013,24010,HyuN,Polt,1,2
Saturday July 27 2013,24011,Daisy,iaguz,2,0
Saturday July 27 2013,24012,HyuN,Daisy,2,0
Saturday July 27 2013,24008,HyuN,Daisy,2,1
Saturday July 27 2013,24009,iaguz,Polt,0,2
Saturday July 27 2013,24018,Snute,Illusion,2,0
Saturday July 27 2013,24019,State,HuK,0,2
Saturday July 27 2013,24020,Snute,HuK,2,1
Saturday July 27 2013,24029,Select,Xyz,1,2
Saturday July 27 2013,24028,TLO,NesTea,2,1
Saturday July 27 2013,24025,NesTea,Select,2,1
Sunday July 28 2013,22200,Bomber,Life,2,4
Sunday July 28 2013,24067,NesTea,Snute,1,3
Sunday July 28 2013,24068,HuK,Snute,3,4
Sunday July 28 2013,24068,HuK,Snute,3,4
Tuesday July 30 2013,22286,YuGiOh,Sleep,0,2
Tuesday July 30 2013,22299,EffOrt,Flash,0,2
Tuesday July 30 2013,22314,Life,hyvaa,1,2
Tuesday July 30 2013,22329,YongHwa,Trap,2,0
Tuesday July 30 2013,23229,Maru,INnoVation,4,0
Thursday August 1 2013,22582,[Acer],[Axiom],2,4
Thursday August 1 2013,23230,Rain,Bomber,4,1
Thursday August 1 2013,24080,DongRaeGu,Naama,3,0
Thursday August 1 2013,24081,TitaN,Goswser,3,1
Thursday August 1 2013,24082,DongRaeGu,TitaN,3,0
Thursday August 1 2013,24083,Naama,Goswser,1,3
Thursday August 1 2013,24084,TitaN,Goswser,0,3
Thursday August 1 2013,24096,Dayshi.sc2,Harstem,1,3
Thursday August 1 2013,24097,Taeja,Harstem,3,0
Thursday August 1 2013,24098,LiveZerg,Dayshi.sc2,1,3
Thursday August 1 2013,24099,Harstem,Dayshi.sc2,3,2
Thursday August 1 2013,24100,San111,Revolver,3,0
Thursday August 1 2013,24109,LucifroN,SortOf,3,1
Thursday August 1 2013,24075,MC,Bischu,3,1
Thursday August 1 2013,24076,Happy,Sjow,3,1
Thursday August 1 2013,24077,MC,Happy,1,3
Thursday August 1 2013,24078,Bischu,Sjow,3,2
Thursday August 1 2013,24079,MC,Bischu,2,3
Thursday August 1 2013,24089,BabyKnight,Pro7ecT,2,3
Thursday August 1 2013,24090,RunA,TLO,3,1
Thursday August 1 2013,24091,Vortix,Bunny,3,1
Thursday August 1 2013,24092,RunA,Vortix,1,3
Thursday August 1 2013,24093,TLO,Bunny,3,1
Thursday August 1 2013,24094,RunA,TLO,0,3
Thursday August 1 2013,24095,Taeja,LiveZerg,3,1
Thursday August 1 2013,24105,Alicia,DieStar,3,0
Thursday August 1 2013,24106,LucifroN,SortOf,3,1
Thursday August 1 2013,24107,Alicia,LucifroN,3,1
Thursday August 1 2013,24108,DieStar,SortOf,1,3
Thursday August 1 2013,24074,Welmu,viPro,3,0
Thursday August 1 2013,24070,HyuN,viPro,3,2
Thursday August 1 2013,24071,Welmu,Targa,3,2
Thursday August 1 2013,24083,Naama,Goswser,1,3
Thursday August 1 2013,24084,TitaN,Goswser,0,3
Thursday August 1 2013,24085,StarDust,Pro7ecT,3,1
Thursday August 1 2013,24086,BabyKnight,PiG,3,0
Thursday August 1 2013,24087,StarDust,BabyKnight,3,2
Thursday August 1 2013,24099,Harstem,Dayshi.sc2,3,2
Thursday August 1 2013,24100,San111,Revolver,3,0
Thursday August 1 2013,24101,Socke,Elfi,1,3
Thursday August 1 2013,24102,Elfi,San111,0,3
Thursday August 1 2013,24103,Socke,Revolver,2,3
Friday August 2 2013,24713,HyuN,Taeja,2,3
Friday August 2 2013,24714,Bischu,TLO,0,3
Friday August 2 2013,24715,TLO,HyuN,1,3
Friday August 2 2013,24728,LucifroN,StarDust,0,3
Friday August 2 2013,24729,Vortix,Goswser,1,3
Friday August 2 2013,24730,Goswser,LucifroN,3,2
Friday August 2 2013,24713,HyuN,Taeja,2,3
Friday August 2 2013,24714,Bischu,TLO,0,3
Friday August 2 2013,24715,TLO,HyuN,1,3
Friday August 2 2013,24716,Happy,Pro7ecT,3,0
Friday August 2 2013,24717,San111,Harstem,3,0
Friday August 2 2013,24718,San111,Happy,2,3
Friday August 2 2013,24719,Harstem,Pro7ecT,3,1
